"Concatenated","relaxed.arboreal","toepads"
"Phelsuma_seippi","1",1
"Phelsuma_serraticauda","1",1
"Phelsuma_standingi","1",1
"Phelsuma_sundbergi","1",1
"Phelsuma_vanheygeni","1",1
"Phoboscincus_garnieri","0",0
"Phoenicolacerta_cyanisparsa","0",0
"Phoenicolacerta_kulzeri","0",0
"Phoenicolacerta_laevis","1",0
"Pholidobolus_macbrydei","1",0
"Pholidoscelis_auberi","0",0
"Pholidoscelis_corax","1",0
"Pholidoscelis_dorsalis","0",0
"Pholidoscelis_erythrocephalus","0",0
"Pholidoscelis_exsul","0",0
"Pholidoscelis_fuscatus","0",0
"Pholidoscelis_griswoldi","0",0
"Pholidoscelis_lineolatus","0",0
"Pholidoscelis_maynardi","0",0
"Pholidoscelis_plei","0",0
"Pholidoscelis_pluvianotatus","0",0
"Pholidoscelis_polops","0",0
"Pholidoscelis_taeniurus","0",0
"Pholidoscelis_wetmorei","0",0
"Phoxophrys_nigrilabris","0",0
"Phrynocephalus_axillaris","0",0
"Phrynocephalus_forsythii","0",0
"Phrynocephalus_guttatus","0",0
"Phrynocephalus_helioscopus","0",0
"Phrynocephalus_interscapularis","0",0
"Phrynocephalus_mystaceus","0",0
"Phrynocephalus_przewalskii","0",0
"Phrynocephalus_putjatai","0",0
"Phrynocephalus_raddei","0",0
"Phrynocephalus_scutellatus","0",0
"Phrynocephalus_theobaldi","0",0
"Phrynocephalus_versicolor","0",0
"Phrynocephalus_vlangalii","0",0
"Phrynosoma_asio","0",0
"Phrynosoma_blainvillii","0",0
"Phrynosoma_braconnieri","0",0
"Phrynosoma_cornutum","0",0
"Phrynosoma_coronatum","0",0
"Phrynosoma_ditmarsi","0",0
"Phrynosoma_douglasii","0",0
"Phrynosoma_hernandesi","0",0
"Phrynosoma_mcallii","0",0
"Phrynosoma_modestum","0",0
"Phrynosoma_orbiculare","0",0
"Phrynosoma_platyrhinos","0",0
"Phrynosoma_solare","0",0
"Phrynosoma_taurus","0",0
"Phyllodactylus_bordai","1",1
"Phyllodactylus_bugastrolepis","1",1
"Phyllodactylus_davisi","1",1
"Phyllodactylus_delcampoi","0",1
"Phyllodactylus_duellmani","1",1
"Phyllodactylus_homolepidurus","1",1
"Phyllodactylus_lanei","0",1
"Phyllodactylus_nocticolus","0",1
"Phyllodactylus_paucituberculatus","0",1
"Phyllodactylus_reissii","1",1
"Phyllodactylus_tuberculosus","1",1
"Phyllodactylus_unctus","1",1
"Phyllodactylus_wirshingi","0",1
"Phyllodactylus_xanti","0",1
"Phyllopezus_lutzae","1",1
"Phyllopezus_maranjonensis","0",1
"Phyllopezus_periosus","1",1
"Phyllopezus_pollicaris","1",1
"Phyllurus_amnicola","1",0
"Phyllurus_kabikabi","1",0
"Phyllurus_platurus","1",0
"Phymaturus_antofagastensis","0",0
"Phymaturus_dorsimaculatus","0",0
"Phymaturus_indistinctus","0",0
"Phymaturus_palluma","0",0
"Phymaturus_patagonicus","0",0
"Phymaturus_punae","0",0
"Phymaturus_somuncurensis","0",0
"Physignathus_cocincinus","0",0
"Pinoyscincus_coxi","0",0
"Pinoyscincus_jagori","0",0
"Pinoyscincus_mindanensis","0",0
"Placosoma_glabellum","1",0
"Platysaurus_broadleyi","0",0
"Platysaurus_capensis","0",0
"Platysaurus_intermedius","0",0
"Platysaurus_minor","0",0
"Platysaurus_mitchelli","0",0
"Platysaurus_monotropis","0",0
"Platysaurus_pungweensis","0",0
"Plestiodon_anthracinus","0",0
"Plestiodon_barbouri","0",0
"Plestiodon_brevirostris","0",0
"Plestiodon_callicephalus","0",0
"Plestiodon_chinensis","0",0
"Plestiodon_copei","0",0
"Plestiodon_elegans","0",0
"Plestiodon_fasciatus","1",0
"Plestiodon_gilberti","0",0
"Plestiodon_inexpectatus","1",0
"Plestiodon_kishinouyei","0",0
"Plestiodon_lagunensis","0",0
"Plestiodon_laticeps","1",0
"Plestiodon_latiscutatus","0",0
"Plestiodon_lynxe","0",0
"Plestiodon_ochoterenae","0",0
"Plestiodon_parviauriculatus","0",0
"Plestiodon_parvulus","0",0
"Plestiodon_quadrilineatus","0",0
"Plestiodon_sumichrasti","0",0
"Plestiodon_tamdaoensis","0",0
"Plestiodon_tetragrammus","0",0
"Plica_lumaria","0",0
"Plica_plica","1",0
"Plica_umbra","1",0
"Podarcis_bocagei","0",0
"Podarcis_carbonelli","0",0
"Podarcis_erhardii","0",0
"Podarcis_filfolensis","0",0
"Podarcis_gaigeae","0",0
"Podarcis_hispanicus","0",0
"Podarcis_lilfordi","0",0
"Podarcis_liolepis","0",0
"Podarcis_melisellensis","0",0
"Podarcis_milensis","0",0
"Podarcis_muralis","1",0
"Podarcis_peloponnesiacus","1",0
"Podarcis_pityusensis","1",0
"Podarcis_raffonei","0",0
"Podarcis_siculus","0",0
"Podarcis_tauricus","0",0
"Podarcis_tiliguerta","0",0
"Podarcis_vaucheri","0",0
"Pogona_barbata","1",0
"Pogona_henrylawsoni","0",0
"Pogona_minor","1",0
"Pogona_nullarbor","1",0
"Pogona_vitticeps","1",0
"Polychrus_acutirostris","1",0
"Polychrus_femoralis","1",0
"Polychrus_gutturosus","1",0
"Polychrus_marmoratus","1",0
"Poromera_fordii","0",0
"Potamites_ecpleopus","0",0
"Potamites_juruazensis","0",0
"Prasinohaema_virens","1",1
"Pristidactylus_scapulatus","0",0
"Pristidactylus_torquatus","1",0
"Pristurus_abdelkuri","0",0
"Pristurus_carteri","0",0
"Pristurus_celerrimus","0",0
"Pristurus_crucifer","0",0
"Pristurus_flavipunctatus","1",0
"Pristurus_guichardi","1",0
"Pristurus_insignis","0",0
"Pristurus_minimus","1",0
"Pristurus_rupestris","1",0
"Pristurus_sokotranus","1",0
"Pristurus_somalicus","0",0
"Proablepharus_reginae","0",0
"Proctoporus_bolivianus","0",0
"Proctoporus_sucullucu","0",0
"Proctoporus_unsaacae","0",0
"Psammodromus_algirus","1",0
"Psammodromus_blanci","1",0
"Psammodromus_hispanicus","0",0
"Pseudemoia_entrecasteauxii","0",0
"Pseudemoia_pagenstecheri","0",0
"Pseudocalotes_brevipes","1",0
"Pseudocalotes_flavigula","1",0
"Pseudocalotes_kakhienensis","1",0
"Pseudoceramodactylus_khobarensis","0",0
"Pseudocordylus_langi","0",0
"Pseudocordylus_melanotus","0",0
"Pseudocordylus_microlepidotus","0",0
"Pseudocordylus_spinosus","0",0
"Pseudogekko_compresicorpus","1",1
"Pseudogekko_smaragdinus","1",1
"Pseudogonatodes_guianensis","0",0
"Pseudogonatodes_lunulatus","0",0
"Pseudogonatodes_manessi","0",0
"Pseudothecadactylus_lindneri","1",1
"Pseudotrapelus_sinaitus","1",0
"Psychosaura_agmosticha","1",0
"Psychosaura_macrorhyncha","1",0
"Ptenopus_carpi","0",0
"Ptychoglossus_brevifrontalis","0",0
"Ptychozoon_kuhli","1",1
"Ptychozoon_lionotum","1",1
"Ptychozoon_rhacophorus","1",1
"Ptyctolaemus_collicristatus","1",0
"Ptyctolaemus_gularis","1",0
"Ptyodactylus_guttatus","0",1
"Ptyodactylus_hasselquistii","0",1
"Ptyodactylus_oudrii","0",1
"Ptyodactylus_ragazzii","0",1
"Pygmaeascincus_timlowi","0",0
"Quedenfeldtia_moerens","0",0
"Quedenfeldtia_trachyblepharus","0",0
"Ramigekko_swartbergensis","0",1
"Rankinia_diemensis","1",0
"Rhachisaurus_brachylepis","0",0
"Rhacodactylus_auriculatus","1",1
"Rhacodactylus_leachianus","1",1
"Rhacodactylus_trachyrhynchus","1",1
"Rhampholeon_acuminatus","1",0
"Rhampholeon_beraduccii","1",0
"Rhampholeon_boulengeri","1",0
"Rhampholeon_chapmanorum","1",0
"Rhampholeon_marshalli","1",0
"Rhampholeon_moyeri","1",0
"Rhampholeon_nchisiensis","0",0
"Rhampholeon_platyceps","0",0
"Rhampholeon_spectrum","1",0
"Rhampholeon_spinosus","1",0
"Rhampholeon_temporalis","1",0
"Rhampholeon_uluguruensis","0",0
"Rhampholeon_viridis","1",0
"Rhoptropella_ocellata","0",1
"Rhoptropus_afer","0",1
"Rhoptropus_barnardi","0",1
"Rhoptropus_biporosus","0",1
"Rhoptropus_boultoni","1",1
"Rhoptropus_bradfieldi","0",1
"Rhynchoedura_ornata","0",1
"Riama_simotera","0",0
"Rieppeleon_brachyurus","1",0
"Rieppeleon_brevicaudatus","1",0
"Rieppeleon_kerstenii","1",0
"Ristella_rurkii","0",0
"Saara_asmussi","0",0
"Saara_loricata","0",0
"Salea_horsfieldii","1",0
"Saltuarius_cornutus","1",0
"Saltuarius_kateae","0",0
"Saltuarius_moritzi","1",0
"Saltuarius_salebrosus","1",0
"Saltuarius_swaini","1",0
"Saltuarius_wyberba","0",0
"Salvator_duseni","0",0
"Salvator_merianae","0",0
"Salvator_rufescens","0",0
"Saproscincus_basiliscus","0",0
"Saproscincus_challengeri","0",0
"Saproscincus_czechurai","0",0
"Saproscincus_hannahae","0",0
"Saproscincus_lewisi","0",0
"Saproscincus_mustelinus","0",0
"Saproscincus_oriarus","0",0
"Saproscincus_rosei","0",0
"Saproscincus_spectabilis","1",0
"Saurodactylus_fasciatus","0",0
"Saurodactylus_mauritanicus","0",0
"Sauromalus_ater","0",0
"Sauromalus_hispidus","1",0
"Sauromalus_klauberi","0",0
"Sauromalus_varius","0",0
"Scelarcis_perspicillata","0",0
"Sceloporus_adleri","1",0
"Sceloporus_aeneus","0",0
"Sceloporus_angustus","1",0
"Sceloporus_arenicolus","0",0
"Sceloporus_bicanthalis","0",0
"Sceloporus_bulleri","0",0
"Sceloporus_carinatus","0",0
"Sceloporus_cautus","0",0
"Sceloporus_chaneyi","0",0
"Sceloporus_chrysostictus","0",0
"Sceloporus_clarkii","1",0
"Sceloporus_consobrinus","0",0
"Sceloporus_couchii","0",0
"Sceloporus_cozumelae","0",0
"Sceloporus_cryptus","1",0
"Sceloporus_cyanogenys","0",0
"Sceloporus_dugesii","0",0
"Sceloporus_edwardtaylori","1",0
"Sceloporus_formosus","1",0
"Sceloporus_gadoviae","0",0
"Sceloporus_goldmani","0",0
"Sceloporus_graciosus","1",0
"Sceloporus_grammicus","1",0
"Sceloporus_grandaevus","1",0
"Sceloporus_heterolepis","1",0
"Sceloporus_horridus","1",0
"Sceloporus_hunsakeri","0",0
"Sceloporus_insignis","0",0
"Sceloporus_jalapae","0",0
"Sceloporus_jarrovii","0",0
"Sceloporus_licki","1",0
"Sceloporus_lineatulus","0",0
"Sceloporus_lundelli","1",0
"Sceloporus_macdougalli","0",0
"Sceloporus_maculosus","0",0
"Sceloporus_magister","1",0
"Sceloporus_malachiticus","1",0
"Sceloporus_megalepidurus","1",0
"Sceloporus_melanorhinus","1",0
"Sceloporus_merriami","0",0
"Sceloporus_minor","0",0
"Sceloporus_mucronatus","0",0
"Sceloporus_nelsoni","0",0
"Sceloporus_occidentalis","1",0
"Sceloporus_ochoterenae","0",0
"Sceloporus_olivaceus","1",0
"Sceloporus_orcutti","1",0
"Sceloporus_ornatus","0",0
"Sceloporus_palaciosi","0",0
"Sceloporus_parvus","0",0
"Sceloporus_poinsettii","0",0
"Sceloporus_pyrocephalus","1",0
"Sceloporus_samcolemani","0",0
"Sceloporus_scalaris","0",0
"Sceloporus_serrifer","1",0
"Sceloporus_siniferus","0",0
"Sceloporus_slevini","0",0
"Sceloporus_smaragdinus","1",0
"Sceloporus_smithi","0",0
"Sceloporus_spinosus","1",0
"Sceloporus_squamosus","1",0
"Sceloporus_stejnegeri","1",0
"Sceloporus_subpictus","0",0
"Sceloporus_taeniocnemis","1",0
"Sceloporus_teapensis","0",0
"Sceloporus_torquatus","0",0
"Sceloporus_undulatus","1",0
"Sceloporus_utiformis","1",0
"Sceloporus_variabilis","1",0
"Sceloporus_virgatus","0",0
"Sceloporus_woodi","0",0
"Sceloporus_zosteromus","1",0
"Scelotes_mirus","0",0
"Scincella_cherriei","0",0
"Scincella_gemmingeri","0",0
"Scincella_lateralis","0",0
"Scincella_reevesii","0",0
"Scincopus_fasciatus","0",0
"Scincus_mitranus","0",0
"Shinisaurus_crocodilurus","0",0
"Sigaloseps_deplanchei","0",0
"Sigaloseps_ruficauda","0",0
"Silvascincus_murrayi","1",0
"Silvascincus_tryoni","0",0
"Simiscincus_aurantiacus","0",0
"Sitana_ponticeriana","0",0
"Smaug_giganteus","0",0
"Smaug_warreni","0",0
"Sphaerodactylus_altavelensis","0",1
"Sphaerodactylus_argus","1",1
"Sphaerodactylus_cinereus","1",1
"Sphaerodactylus_copei","0",1
"Sphaerodactylus_cricoderus","0",1
"Sphaerodactylus_cryphius","0",1
"Sphaerodactylus_darlingtoni","0",1
"Sphaerodactylus_elegans","1",1
"Sphaerodactylus_elegantulus","0",1
"Sphaerodactylus_fantasticus","0",1
"Sphaerodactylus_gaigeae","0",1
"Sphaerodactylus_glaucus","1",1
"Sphaerodactylus_goniorhynchus","1",1
"Sphaerodactylus_intermedius","0",1
"Sphaerodactylus_kirbyi","0",1
"Sphaerodactylus_klauberi","0",1
"Sphaerodactylus_leucaster","0",1
"Sphaerodactylus_macrolepis","0",1
"Sphaerodactylus_microlepis","0",1
"Sphaerodactylus_molei","1",1
"Sphaerodactylus_nicholsi","0",1
"Sphaerodactylus_nigropunctatus","0",1
"Sphaerodactylus_notatus","0",1
"Sphaerodactylus_ocoae","0",1
"Sphaerodactylus_parvus","0",1
"Sphaerodactylus_richardi","1",1
"Sphaerodactylus_roosevelti","1",1
"Sphaerodactylus_sabanus","0",1
"Sphaerodactylus_schwartzi","0",1
"Sphaerodactylus_semasiops","1",1
"Sphaerodactylus_shrevei","0",1
"Sphaerodactylus_sputator","0",1
"Sphaerodactylus_torrei","1",1
"Sphaerodactylus_townsendi","0",1
"Sphaerodactylus_vincenti","1",1
"Sphenomorphus_acutus","1",0
"Sphenomorphus_buenloicus","0",0
"Sphenomorphus_concinnatus","0",0
"Sphenomorphus_cyanolaemus","1",0
"Sphenomorphus_diwata","0",0
"Sphenomorphus_fasciatus","0",0
"Sphenomorphus_jobiensis","0",0
"Sphenomorphus_leptofasciatus","0",0
"Sphenomorphus_maculatus","0",0
"Sphenomorphus_maindroni","0",0
"Sphenomorphus_muelleri","0",0
"Sphenomorphus_multisquamatus","0",0
"Sphenomorphus_praesignis","0",0
"Sphenomorphus_sabanus","1",0
"Sphenomorphus_scutatus","0",0
"Sphenomorphus_simus","1",0
"Sphenomorphus_stellatus","1",0
"Sphenomorphus_variegatus","1",0
"Spondylurus_sloanii","1",0
"Stellagama_stellio","1",0
"Stenocercus_apurimacus","0",0
"Stenocercus_azureus","0",0
"Stenocercus_boettgeri","0",0
"Stenocercus_caducus","1",0
"Stenocercus_chrysopygus","0",0
"Stenocercus_crassicaudatus","0",0
"Stenocercus_cupreus","0",0
"Stenocercus_doellojuradoi","0",0
"Stenocercus_empetrus","0",0
"Stenocercus_eunetopsis","0",0
"Stenocercus_festae","0",0
"Stenocercus_formosus","1",0
"Stenocercus_guentheri","0",0
"Stenocercus_humeralis","1",0
"Stenocercus_imitator","1",0
"Stenocercus_latebrosus","0",0
"Stenocercus_limitaris","0",0
"Stenocercus_marmoratus","0",0
"Stenocercus_melanopygus","1",0
"Stenocercus_ochoai","0",0
"Stenocercus_orientalis","0",0
"Stenocercus_ornatus","1",0
"Stenocercus_percultus","0",0
"Stenocercus_puyango","0",0
"Stenocercus_rhodomelas","0",0
"Stenocercus_roseiventris","1",0
"Stenocercus_stigmosus","0",0
"Stenocercus_torquatus","1",0
"Stenocercus_varius","1",0
"Stenodactylus_arabicus","0",0
"Stenodactylus_doriae","0",0
"Stenodactylus_leptocosymbotes","0",0
"Stenodactylus_petrii","0",0
"Stenodactylus_sthenodactylus","0",0
"Stenodactylus_yemenensis","0",0
"Strobilurus_torquatus","1",0
"Strophurus_assimilis","1",1
"Strophurus_ciliaris","1",1
"Strophurus_elderi","1",1
"Strophurus_intermedius","1",1
"Strophurus_jeanae","1",1
"Strophurus_krisalys","1",1
"Strophurus_mcmillani","1",1
"Strophurus_rankini","1",1
"Strophurus_spinigerus","1",1
"Strophurus_strophurus","1",1
"Strophurus_taeniatus","1",1
"Strophurus_taenicauda","1",1
"Strophurus_wellingtonae","1",1
"Strophurus_williamsi","1",1
"Takydromus_amurensis","0",0
"Takydromus_dorsalis","1",0
"Takydromus_formosanus","0",0
"Takydromus_hsuehshanensis","0",0
"Takydromus_kuehnei","1",0
"Takydromus_sauteri","1",0
"Takydromus_septentrionalis","1",0
"Takydromus_sexlineatus","1",0
"Takydromus_smaragdinus","1",0
"Takydromus_sylvaticus","1",0
"Takydromus_tachydromoides","0",0
"Takydromus_toyamai","1",0
"Takydromus_wolteri","1",0
"Tarentola_americana","1",1
"Tarentola_angustimentalis","0",1
"Tarentola_annularis","0",1
"Tarentola_boehmei","0",1
"Tarentola_boettgeri","0",1
"Tarentola_chazaliae","0",1
"Tarentola_delalandii","0",1
"Tarentola_deserti","1",1
"Tarentola_ephippiata","1",1
"Tarentola_gigas","0",1
"Tarentola_gomerensis","0",1
"Tarentola_mauritanica","1",1
"Tarentola_mindiae","1",1
"Tarentola_neglecta","1",1
"Techmarscincus_jigurru","0",0
"Teira_dugesii","0",0
"Teius_teyou","0",0
"Tenuidactylus_caspius","1",0
"Teratoscincus_microlepis","0",0
"Teratoscincus_przewalskii","0",0
"Teratoscincus_roborowskii","0",0
"Teratoscincus_scincus","0",0
"Tetradactylus_seps","0",0
"Thecadactylus_rapicauda","1",1
"Thecadactylus_solimoensis","1",1
"Tiliqua_adelaidensis","0",0
"Tiliqua_gigas","0",0
"Tiliqua_nigrolutea","0",0
"Tiliqua_occipitalis","0",0
"Tiliqua_rugosa","0",0
"Tiliqua_scincoides","0",0
"Timon_lepidus","1",0
"Timon_pater","0",0
"Timon_princeps","0",0
"Toropuku_stephensi","1",1
"Tracheloptychus_madagascariensis","0",0
"Tracheloptychus_petersi","0",0
"Trachylepis_acutilabris","0",0
"Trachylepis_affinis","1",0
"Trachylepis_atlantica","1",0
"Trachylepis_aureopunctata","0",0
"Trachylepis_brevicollis","0",0
"Trachylepis_capensis","0",0
"Trachylepis_dumasi","0",0
"Trachylepis_elegans","0",0
"Trachylepis_gravenhorstii","0",0
"Trachylepis_hoeschi","0",0
"Trachylepis_homalocephala","0",0
"Trachylepis_maculilabris","1",0
"Trachylepis_margaritifera","0",0
"Trachylepis_occidentalis","0",0
"Trachylepis_perrotetii","0",0
"Trachylepis_quinquetaeniata","0",0
"Trachylepis_sechellensis","1",0
"Trachylepis_socotrana","1",0
"Trachylepis_spilogaster","1",0
"Trachylepis_striata","1",0
"Trachylepis_sulcata","0",0
"Trachylepis_varia","1",0
"Trachylepis_variegata","1",0
"Trachylepis_vato","0",0
"Trachylepis_wrightii","1",0
"Trapelus_agilis","0",0
"Trapelus_flavimaculatus","1",0
"Trapelus_mutabilis","0",0
"Trapelus_ruderatus","1",0
"Trapelus_sanguinolentus","1",0
"Trapelus_savignii","0",0
"Tretioscincus_agilis","1",0
"Tretioscincus_oriximinensis","0",0
"Tribolonotus_brongersmai","0",0
"Tribolonotus_gracilis","0",0
"Tribolonotus_novaeguineae","0",0
"Tribolonotus_pseudoponceleti","0",0
"Tribolonotus_schmidti","0",0
"Trioceros_affinis","1",0
"Trioceros_balebicornutus","1",0
"Trioceros_cristatus","1",0
"Trioceros_deremensis","1",0
"Trioceros_ellioti","1",0
"Trioceros_feae","1",0
"Trioceros_fuelleborni","1",0
"Trioceros_goetzei","1",0
"Trioceros_harennae","1",0
"Trioceros_hoehnelii","1",0
"Trioceros_jacksonii","1",0
"Trioceros_johnstoni","1",0
"Trioceros_melleri","1",0
"Trioceros_montium","1",0
"Trioceros_narraioca","1",0
"Trioceros_oweni","1",0
"Trioceros_pfefferi","1",0
"Trioceros_quadricornis","1",0
"Trioceros_rudis","1",0
"Trioceros_schubotzi","1",0
"Trioceros_sternfeldi","1",0
"Trioceros_tempeli","1",0
"Trioceros_werneri","1",0
"Trioceros_wiedersheimi","1",0
"Tropidophorus_baconi","0",0
"Tropidophorus_baviensis","0",0
"Tropidophorus_beccarii","0",0
"Tropidophorus_berdmorei","0",0
"Tropidophorus_brookei","0",0
"Tropidophorus_cocincinensis","0",0
"Tropidophorus_grayi","0",0
"Tropidophorus_hainanus","0",0
"Tropidophorus_latiscutatus","0",0
"Tropidophorus_matsuii","0",0
"Tropidophorus_microlepis","0",0
"Tropidophorus_misaminius","0",0
"Tropidophorus_murphyi","0",0
"Tropidophorus_noggei","0",0
"Tropidophorus_partelloi","0",0
"Tropidophorus_robinsoni","0",0
"Tropidophorus_sinicus","0",0
"Tropidophorus_thai","0",0
"Tropidosaura_gularis","0",0
"Tropidoscincus_boreus","0",0
"Tropidoscincus_variabilis","0",0
"Tropidurus_bogerti","0",0
"Tropidurus_callathelys","0",0
"Tropidurus_cocorobensis","0",0
"Tropidurus_erythrocephalus","0",0
"Tropidurus_etheridgei","1",0
"Tropidurus_hispidus","1",0
"Tropidurus_hygomi","0",0
"Tropidurus_insulanus","0",0
"Tropidurus_itambere","1",0
"Tropidurus_montanus","1",0
"Tropidurus_mucujensis","0",0
"Tropidurus_oreadicus","1",0
"Tropidurus_psammonastes","0",0
"Tropidurus_spinulosus","1",0
"Tropidurus_torquatus","1",0
"Tropiocolotes_tripolitanus","0",0
"Tukutuku_rakiurae","1",1
"Tumbunascincus_luteilateralis","0",0
"Tupinambis_longilineus","0",0
"Tupinambis_quadrilineatus","0",0
"Tupinambis_teguixin","0",0
"Tympanocryptis_cephalus","0",0
"Tympanocryptis_intima","0",0
"Tympanocryptis_lineata","1",0
"Tympanocryptis_pinguicolla","0",0
"Tympanocryptis_tetraporophora","0",0
"Tytthoscincus_atrigularis","0",0
"Tytthoscincus_hallieri","0",0
"Uma_exsul","0",0
"Uma_inornata","0",0
"Uma_notata","0",0
"Uma_paraphygas","0",0
"Uma_scoparia","0",0
"Underwoodisaurus_milii","0",0
"Uracentron_flaviceps","1",0
"Uranoscodon_superciliosus","0",0
"Urocotyledon_inexpectata","1",1
"Uromastyx_acanthinura","0",0
"Uromastyx_aegyptia","0",0
"Uromastyx_benti","0",0
"Uromastyx_dispar","0",0
"Uromastyx_geyri","0",0
"Uromastyx_macfadyeni","0",0
"Uromastyx_ocellata","0",0
"Uromastyx_ornata","0",0
"Uromastyx_princeps","0",0
"Uromastyx_thomasi","0",0
"Uroplatus_alluaudi","1",1
"Uroplatus_ebenaui","1",1
"Uroplatus_fimbriatus","1",1
"Uroplatus_giganteus","1",1
"Uroplatus_guentheri","1",1
"Uroplatus_henkeli","1",1
"Uroplatus_lineatus","1",1
"Uroplatus_malahelo","1",1
"Uroplatus_malama","1",1
"Uroplatus_phantasticus","1",1
"Uroplatus_pietschmanni","1",1
"Uroplatus_sikorae","1",1
"Urosaurus_auriculatus","0",0
"Urosaurus_bicarinatus","1",0
"Urosaurus_clarionensis","0",0
"Urosaurus_gadovi","1",0
"Urosaurus_graciosus","1",0
"Urosaurus_lahtelai","1",0
"Urosaurus_nigricaudus","1",0
"Urosaurus_ornatus","1",0
"Urostrophus_gallardoi","1",0
"Urostrophus_vautieri","1",0
"Uta_palmeri","1",0
"Uta_squamata","0",0
"Uta_stansburiana","0",0
"Uvidicolus_sphyrurus","0",0
"Varanus_acanthurus","0",0
"Varanus_albigularis","1",0
"Varanus_baritji","0",0
"Varanus_beccarii","1",0
"Varanus_bengalensis","0",0
"Varanus_boehmei","1",0
"Varanus_brevicaudus","0",0
"Varanus_bushi","1",0
"Varanus_caerulivirens","0",0
"Varanus_caudolineatus","1",0
"Varanus_cerambonensis","0",0
"Varanus_doreanus","0",0
"Varanus_dumerilii","0",0
"Varanus_eremius","0",0
"Varanus_exanthematicus","1",0
"Varanus_finschi","1",0
"Varanus_flavescens","0",0
"Varanus_giganteus","0",0
"Varanus_gilleni","1",0
"Varanus_glauerti","1",0
"Varanus_glebopalma","0",0
"Varanus_gouldii","0",0
"Varanus_griseus","0",0
"Varanus_indicus","0",0
"Varanus_jobiensis","1",0
"Varanus_keithhornei","1",0
"Varanus_kingorum","0",0
"Varanus_komodoensis","0",0
"Varanus_macraei","1",0
"Varanus_marmoratus","0",0
"Varanus_melinus","0",0
"Varanus_mertensi","0",0
"Varanus_mitchelli","0",0
"Varanus_niloticus","0",0
"Varanus_olivaceus","1",0
"Varanus_panoptes","0",0
"Varanus_pilbarensis","0",0
"Varanus_prasinus","1",0
"Varanus_primordius","0",0
"Varanus_rainerguentheri","0",0
"Varanus_rosenbergi","0",0
"Varanus_rudicollis","1",0
"Varanus_salvadorii","1",0
"Varanus_salvator","0",0
"Varanus_scalaris","1",0
"Varanus_semiremex","0",0
"Varanus_spenceri","0",0
"Varanus_storri","0",0
"Varanus_timorensis","1",0
"Varanus_tristis","1",0
"Varanus_varius","1",0
"Varanus_yemenensis","0",0
"Varanus_yuwonoi","1",0
"Varzea_altamazonica","1",0
"Varzea_bistriata","1",0
"Xantusia_arizonae","0",0
"Xantusia_bezyi","0",0
"Xantusia_bolsonae","0",0
"Xantusia_gracilis","0",0
"Xantusia_henshawi","0",0
"Xantusia_riversiana","0",0
"Xantusia_sanchezi","1",0
"Xantusia_vigilis","0",0
"Xantusia_wigginsi","0",0
"Xenagama_taylori","0",0
"Xenosaurus_grandis","0",0
"Xenosaurus_platyceps","0",0
"Zonosaurus_aeneus","0",0
"Zonosaurus_bemaraha","0",0
"Zonosaurus_boettgeri","1",0
"Zonosaurus_brygooi","0",0
"Zonosaurus_haraldmeieri","0",0
"Zonosaurus_karsteni","0",0
"Zonosaurus_laticaudatus","0",0
"Zonosaurus_madagascariensis","0",0
"Zonosaurus_ornatus","1",0
"Zonosaurus_quadrilineatus","0",0
"Zonosaurus_rufipes","1",0
"Zonosaurus_trilineatus","0",0
"Zonosaurus_tsingy","0",0
"Zootoca_vivipara","0",0
